no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,aff_link,trans_desc,types,combined,file_id,image_link
281,Bukit Lintang Sewu,4.5,2600,Alam,3000.0,3000.0,-7.9157997,110.4366436,"Bukit Lintang Sewu merupakan salah satu tempat wisata alam yang berhawa sejuk di Yogyakarta. Keunggulan lainnya adalah lingkungannya menawarkan panorama yang indah. Dari bukit ini dapat melihat pemandangan lampu kota atau melihat bintang di malam hari. Bukit Lintang Sewu juga punya banyak fasilitas liburan, seperti area glamping, camping, outbound dan hutan kayu putih",https://www.tiket.com/to-do/search?title=Bukit%20Lintang%20Sewu,"Bukit Lintang Sewu is one of the cool natural tourist attractions in Yogyakarta.Another advantage is that the environment offers beautiful panoramas.From this hill can see views of the city lights or see stars at night.Bukit Lintang Sewu also has many vacation facilities, such as Glamping, Camping, Outbound and Eucalyptus Forests",Natural,"Natural Bukit Lintang Sewu is one of the cool natural tourist attractions in Yogyakarta.Another advantage is that the environment offers beautiful panoramas.From this hill can see views of the city lights or see stars at night.Bukit Lintang Sewu also has many vacation facilities, such as Glamping, Camping, Outbound and Eucalyptus Forests",1Cc9u6GAoCQvd7ZzIpNHRAvjnWScyc5Hx,https://drive.google.com/uc?id=1Cc9u6GAoCQvd7ZzIpNHRAvjnWScyc5Hx
143,Grand Puri Waterpark,4.2,2440,Wisata Air,35000.0,35000.0,-7.8777662,110.352078,"Grand Puri Waterpark Yogya berlokasi di daerah Bantul, salah satu waterpark terbesar di Kabupaten Bantul. Tempat rekreasi keluarga yang menyediakan atraksi dan wahana seru dan bisa dimainkan baik untuk anak-anak, maupun orang dewasa. Terdapat kolam seni olympic, kolam arus, kolam penerima, dan kolam batita. Disana juga terdapat berbagai fasilitas foodcourt, freewifi, gazebo, atm, dan masih banyak lagi.",https://www.tiket.com/to-do/search?title=Grand%20Puri%20Waterpark,"Grand Puri Waterpark Yogya is located in the Bantul area, one of the largest waterpark in Bantul Regency.Family recreation areas that provide exciting attractions and rides and can be played both for children, and adults.There are Olympic art pools, current ponds, recipient ponds, and toddler ponds.There are also various food court facilities, freewifi, gazebo, ATM, and many more.",Water Tourism,"Water Tourism Grand Puri Waterpark Yogya is located in the Bantul area, one of the largest waterpark in Bantul Regency.Family recreation areas that provide exciting attractions and rides and can be played both for children, and adults.There are Olympic art pools, current ponds, recipient ponds, and toddler ponds.There are also various food court facilities, freewifi, gazebo, ATM, and many more.",1S1AZVIoYkPT5nY1tXjP6a13NUJk1nJ8U,https://drive.google.com/uc?id=1S1AZVIoYkPT5nY1tXjP6a13NUJk1nJ8U
147,Balong Waterpark,4.2,2376,Wisata Air,15000.0,20000.0,-7.8434924,110.4103899,"“Full of Splash and Fun”, itulah slogan yang diusung oleh Balong Waterpark. Di dalam waterpark ini akan kita temukan dua buah kolam utama yang diperuntukkan untuk balita dan orang dewasa. Selain itu, berbagai wahana permainan semacam ember tumbah, water coaster, hingga family slide juga tersedia untuk dinikmati. Suasana di dalam lokasi cukup sejuk dan bersih. Berbagai fasilitas umum juga sudah disiapkan untuk memberi kenyamanan bagi para pengunjung. Waterpark ini sangat recomended sebagai tujuan rekreasi akhir pekan bersama keluarga. Anak-anak bisa bermain sepuasnya, orang dewasa juga bisa bersantai dengan nyamannya. ",https://www.tiket.com/to-do/search?title=Balong%20Waterpark,"""Full of Splash and Fun"", that's the slogan that was carried by Balong Waterpark.In this waterpark we will find two main ponds intended for toddlers and adults.In addition, various games such as tumbah buckets, water coasters, to family slides are also available to be enjoyed.The atmosphere inside the location is quite cool and clean.Various public facilities have also been prepared to provide comfort for visitors.This Waterpark is highly recommended as a recreational destination on weekends with family.Children can play as much as they want, adults can also relax comfortably.",Water Tourism,"Water Tourism ""Full of Splash and Fun"", that's the slogan that was carried by Balong Waterpark.In this waterpark we will find two main ponds intended for toddlers and adults.In addition, various games such as tumbah buckets, water coasters, to family slides are also available to be enjoyed.The atmosphere inside the location is quite cool and clean.Various public facilities have also been prepared to provide comfort for visitors.This Waterpark is highly recommended as a recreational destination on weekends with family.Children can play as much as they want, adults can also relax comfortably.",1Rf7pcFRd_I1J2Ctdu1x3pk3AsRKATEAT,https://drive.google.com/uc?id=1Rf7pcFRd_I1J2Ctdu1x3pk3AsRKATEAT
367,Pantai Kesirat,4.6,2296,Pantai,5000.0,5000.0,-8.0961535,110.4350483,"Pantai Kesirat dapat dijadikan area untuk perkemahan. Letaknya yang jauh dari keramaian bisa membuat pengunjung jadi lebih nyaman dan menikmati momen kebersamaan ketika berlibur dengan keluarga, teman, atau kerabat. Disana fasilitas warung makan dan kamar mandi tetap beroperasi selama 24 jam.Yang menjadi keunggulan dari Pantai Kesirat adalah letaknya yang dikelilingi tebing. Tebing ini merupakan tempat favorit untuk memancing ikan atau sekadar duduk-duduk menikmati hembusan angin di pantai.",https://www.tiket.com/to-do/search?title=Pantai%20Kesirat,"Kesirat Beach can be used as an area for campsite.Its location far from the crowd can make visitors more comfortable and enjoy the moment of togetherness when vacationing with family, friends, or relatives.There food stalls and bathrooms continue to operate for 24 hours. The advantage of Kesirat Beach is its location surrounded by a cliff.This cliff is a favorite place for fishing or just sitting around enjoying the wind on the beach.",Beach,"Beach Kesirat Beach can be used as an area for campsite.Its location far from the crowd can make visitors more comfortable and enjoy the moment of togetherness when vacationing with family, friends, or relatives.There food stalls and bathrooms continue to operate for 24 hours. The advantage of Kesirat Beach is its location surrounded by a cliff.This cliff is a favorite place for fishing or just sitting around enjoying the wind on the beach.",1XGA_yeGUgvHYseMXMqiN1d5EQ03ipIBb,https://drive.google.com/uc?id=1XGA_yeGUgvHYseMXMqiN1d5EQ03ipIBb
469,Stonehenge Merapi,4.3,2282,Buatan,5000.0,5000.0,-7.6022481,110.4479012,"Wisata baru ini baru ngehits di Jogja tepatnya di Kepuharjo, Cangkringan, Sleman kamu bakal menemui replika Stonehenge, peninggalan jaman praBudaya dan Sejarah berupa susunan batu-batu besar yang tidak beraturan yang aslinya terletak di Inggris. Bentuk dan susunan batu di Stonehenge Cangkringan mirip dengan aslinya, lengkap dengan alas rumput hijaunya. Masuk dan duduk di bagian dalam lingkaran tersebut akan jadi pengalaman yang berbeda.",https://www.tiket.com/to-do/search?title=Stonehenge%20Merapi,"This new tour is just ngehits in Jogja precisely in Kepuharjo, Cangkringan, Sleman you will meet Stonehenge replicas, relics of the Prabudaya era and history in the form of irregular large stones that were originally located in England.The shape and arrangement of stones in Stonehenge Cangkringan is similar to the original, complete with the base of the green grass.Entering and sitting in the inside of the circle will be a different experience.",Artificial,"Artificial This new tour is just ngehits in Jogja precisely in Kepuharjo, Cangkringan, Sleman you will meet Stonehenge replicas, relics of the Prabudaya era and history in the form of irregular large stones that were originally located in England.The shape and arrangement of stones in Stonehenge Cangkringan is similar to the original, complete with the base of the green grass.Entering and sitting in the inside of the circle will be a different experience.",1398UFWo9Ih2JZyI2rm39ZUV0stY9MsZY,https://drive.google.com/uc?id=1398UFWo9Ih2JZyI2rm39ZUV0stY9MsZY
162,CitraGrand Mutiara Waterpark Yogyakarta,4.3,2260,Wisata Air,50000.0,80000.0,-7.8137343,110.2831838,"Waterpark ini menjadi salah satu objek wisata air favorit untuk keluarga. Mengusung tema Treasure Adventure, CitraGrand Mutiara Waterpark Yogya menghadirkan berbagai wahana permainan air yang akan membawa pengunjung seolah berpetualang bersama bajak laut.",https://www.tiket.com/to-do/search?title=CitraGrand%20Mutiara%20Waterpark%20Yogyakarta,"This waterpark is one of the favorite water attractions for the family.Carrying the theme of Treasure Adventure, Citragrand Mutiara Waterpark Yogya presents various water games that will bring visitors as if adventuring with pirates.",Water Tourism,"Water Tourism This waterpark is one of the favorite water attractions for the family.Carrying the theme of Treasure Adventure, Citragrand Mutiara Waterpark Yogya presents various water games that will bring visitors as if adventuring with pirates.",1i30ThD1GgcTmDTz4ag0GsPj2k_jmSYpP,https://drive.google.com/uc?id=1i30ThD1GgcTmDTz4ag0GsPj2k_jmSYpP
480,Desa Wisata Pulesari,4.4,2245,Desa Wisata,50000.0,50000.0,-7.6258806,110.371698,"Suasana khas pedesaan akan segera menyambut para wisatawan saat menjejakan kaki pertama kali di desa yang masuk dalam kabupaten Sleman ini. Sungai berair jernih, perkebunan salak yang tertata rapi, dan sapaan ramah dari warga menjadi pemandangan lumrah di desa ini.",https://www.tiket.com/to-do/search?title=Desa%20Wisata%20Pulesari,"The typical rural atmosphere will soon welcome the tourists when they first set foot in the village that entered the Sleman Regency.The river is clear watery, a neatly arranged salak plantation, and a friendly greeting from residents is a common sight in this village.",Tourism Village,"Tourism Village The typical rural atmosphere will soon welcome the tourists when they first set foot in the village that entered the Sleman Regency.The river is clear watery, a neatly arranged salak plantation, and a friendly greeting from residents is a common sight in this village.",1AD51Cd0t7HHPDs1fpmikaU9F5swDLQVB,https://drive.google.com/uc?id=1AD51Cd0t7HHPDs1fpmikaU9F5swDLQVB
255,Candi Sojiwan,4.5,2159,Budaya dan Sejarah,5000.0,5000.0,-7.7603952,110.4962014,"Candi Sojiwan memiliki keunikan. Keunikan ini berasal dari beberapa panel relief yang bercerita tentang cerita-cerita binatang. Jika dipahami lebih dalam cerita-cerita ini menyampaikan pesan-pesan moral yang tidak lekang oleh waktu. Pesan-pesan moral ini juga sangat berguna untuk menjalani kehidupan sehari-hari. Setelah dilakukan penelitian, terdapat beberapa temuan menarik. Salah satunya adalah parit keliling. Parit keliling ini sebagian berada di pemukiman warga. Di dalam parit kelagian ditemukan arca, pondasi candi, struktur pagar, batu candi (lepas), struktur dan batu candi di sekitar permukiman warga yang berada di sebelah selatan candi Induk. Candi Sojiwan berada di kawasan Siwa Plateu yang banyak terdapat candi baik candi berlatar belakang agama hindu maupun budha. Hal ini menunjukkan bahwa sejak dulu nenek moyang kita telah hidup harmonis dan sangat toleran. Nilai-nilai toleransi ini sangat dibutuhkan masyarakat Indonesia sekarang ini mengingat kita berbeda-beda keyakinan.",https://www.tiket.com/to-do/search?title=Candi%20Sojiwan,"Sojiwan Temple is unique.This uniqueness comes from several relief panels that tell about animal stories.If it is understood more in these stories convey moral messages that are timeless.These moral messages are also very useful for living everyday life.After research, there are some interesting findings.One of them is a mobile ditch.This mobile ditch is partly in residential areas.Inside the trench foundation found statues, temple foundations, fence structures, temple stones (loose), temple structures and stones around residential areas in the south of the main temple.Sojiwan Temple is in the Siwa Plateu area which has many temples both temples with Hindu and Buddhist religious backgrounds.This shows that our ancestors have always lived harmoniously and are very tolerant.These tolerance values ​​are needed by the Indonesian people today considering we are different beliefs.",Culture and history,"Culture and history Sojiwan Temple is unique.This uniqueness comes from several relief panels that tell about animal stories.If it is understood more in these stories convey moral messages that are timeless.These moral messages are also very useful for living everyday life.After research, there are some interesting findings.One of them is a mobile ditch.This mobile ditch is partly in residential areas.Inside the trench foundation found statues, temple foundations, fence structures, temple stones (loose), temple structures and stones around residential areas in the south of the main temple.Sojiwan Temple is in the Siwa Plateu area which has many temples both temples with Hindu and Buddhist religious backgrounds.This shows that our ancestors have always lived harmoniously and are very tolerant.These tolerance values ​​are needed by the Indonesian people today considering we are different beliefs.",1StJCEJMal7c4Uoeq2gnuw0GRReHZSp7K,https://drive.google.com/uc?id=1StJCEJMal7c4Uoeq2gnuw0GRReHZSp7K
39,Goa Selarong,4.3,2116,Alam,6000.0,6000.0,-7.860965268,110.3145237,"Gua Selarong atau bisa disebut Gua Diponegoro, adalah gua berBudaya dan Sejarah sekaligus tempat wisata alam dan religius. Goa Selarong merupakan sebuah goa kecil yang berada di Dusun Kembangputihan, Kecamatan Pajangan, Bantul. Lokasinya cukup mudah dijangkau karena tak jauh dari Kota Bantul, DIY. Di Goa Selarong, terdapat dua goa, yaitu Goa Kakung dan Goa P Sekilas, tak ada tampilan yang menarik secara visual dari kedua goa tersebut. Namun, goa itu menyimpan peristiwa besar yang menjadi bagian dari Budaya dan Sejarah bangsa Indonesia. Terutama kisah kepahlawanan Pangeran Diponegoro yang menjadi tokoh besar saat meletusnya Perang Jawa pada 1825-1830.utri.",https://www.tiket.com/to-do/search?title=Goa%20Selarong,"Selarong Cave or can be called Diponegoro Cave, is a cultured cave and history as well as natural and religious tourist attractions.Selarong Goa is a small cave in Kembangpuhanan Hamlet, Pajangan District, Bantul.The location is quite easy to reach because not far from the city of Bantul, DIY.In Selarong Cave, there are two caves, namely Kakung Cave and Goa P at a glance, there is no visual attractive appearance of the two caves.However, the cave holds a major event that is part of the culture and history of the Indonesian people.Especially the story of the heroism of Prince Diponegoro who became a great figure during the eruption of the Javanese War in 1825-1830.UTRI.",Natural,"Natural Selarong Cave or can be called Diponegoro Cave, is a cultured cave and history as well as natural and religious tourist attractions.Selarong Goa is a small cave in Kembangpuhanan Hamlet, Pajangan District, Bantul.The location is quite easy to reach because not far from the city of Bantul, DIY.In Selarong Cave, there are two caves, namely Kakung Cave and Goa P at a glance, there is no visual attractive appearance of the two caves.However, the cave holds a major event that is part of the culture and history of the Indonesian people.Especially the story of the heroism of Prince Diponegoro who became a great figure during the eruption of the Javanese War in 1825-1830.UTRI.",1n7Yphng_4lVPDmicbgHaV92aN9_onms9,https://drive.google.com/uc?id=1n7Yphng_4lVPDmicbgHaV92aN9_onms9
35,Waduk Sermo,4.5,2057,"Buatan, Wisata Air",5000.0,5000.0,-7.821219329,110.1149803,"Waduk Sermo merupakan sebuah waduk yang berada di Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, waduk seluas 157 hektar ini dibangun mulai pada tahun 1994 dan diresmikan oleh Presiden Indonesia ke-2 saat itu yaitu Presiden Soeharto pada 20 November 1996. Waduk ini dibangun dengan membendung Kali Ngrancah di Desa Hargowilis Kecamatan Kokap, adanya pembangunan waduk ini juga mengahruskan pemerintah melakukan program transmigrasi, sebanyak 100 kk di transmigrasikan ke Tak Toi Bengkulu. Ada banyak hal yang bisa sobat semua lakukan di tempat ini, yang pertama yaitu berfoto di spot foto menarik, terdapat berbagai macam spot foto menarik yang bisa dimanfaatkan pengunjung di tempat ini. Selanjutnya bagi sobat semua yang hobi memancing ikan tak ada salahnya mencoba memburu ikan “Setan Merah” yaitu ikan predator yang ada di waduk ini, Ikan Merah merupakan primadona dikalangan pemancing di Waduk Sermo ini.",https://www.tiket.com/to-do/search?title=Waduk%20Sermo,"Sermo Reservoir is a reservoir in Kulon Progo Regency, Yogyakarta Special Region, this 157 hectare reservoir was built in 1994 and was inaugurated by the 2nd Indonesian President at that time, President Soeharto on November 20, 1996.Ngrancah in Hargowilis Village, Kokap District, the construction of this reservoir also continued the government to carry out a transmigration program, as many as 100 families were transmigrated to Tak Toi Bengkulu.There are many things you can all do in this place, the first is taking pictures in an interesting photo spot, there are various kinds of interesting photo spots that can be utilized by visitors in this place.Furthermore, for all of you who like fishing, there is no harm in trying to hunt for ""Red Devils"" fish, namely predatory fish in this reservoir, red fish is a belle among anglers in this sermo reservoir.","Artificial, water tourism","Artificial, water tourism Sermo Reservoir is a reservoir in Kulon Progo Regency, Yogyakarta Special Region, this 157 hectare reservoir was built in 1994 and was inaugurated by the 2nd Indonesian President at that time, President Soeharto on November 20, 1996.Ngrancah in Hargowilis Village, Kokap District, the construction of this reservoir also continued the government to carry out a transmigration program, as many as 100 families were transmigrated to Tak Toi Bengkulu.There are many things you can all do in this place, the first is taking pictures in an interesting photo spot, there are various kinds of interesting photo spots that can be utilized by visitors in this place.Furthermore, for all of you who like fishing, there is no harm in trying to hunt for ""Red Devils"" fish, namely predatory fish in this reservoir, red fish is a belle among anglers in this sermo reservoir.",19hhujB-iMwLJG8rdNb7YGDFqdshTwLF5,https://drive.google.com/uc?id=19hhujB-iMwLJG8rdNb7YGDFqdshTwLF5
18,Pantai Glagah,4.4,2004,Pantai,6000.0,6000.0,-7.9119427,110.0647339,"Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik. Pantai Glagah dikenal sebagai salah satu pantai di Jogja yang memiliki ombak cukup besar. Oleh sebab itu, di kawasan pantai pun dibangun tetrapod.",https://www.tiket.com/to-do/search?title=Pantai%20Glagah,"Glagah Indah Beach is one of the beaches that is a tourist attraction in the Special Province of Yogyakarta.Glagah Indah Beach is one of the beaches in Yogyakarta with a stretch of black sand and contains a lot of iron sand.Glagah Indah Beach has good access.Glagah Beach is known as one of the beaches in Jogja which has quite large waves.Therefore, the coastal area was built tetrapod.",Beach,"Beach Glagah Indah Beach is one of the beaches that is a tourist attraction in the Special Province of Yogyakarta.Glagah Indah Beach is one of the beaches in Yogyakarta with a stretch of black sand and contains a lot of iron sand.Glagah Indah Beach has good access.Glagah Beach is known as one of the beaches in Jogja which has quite large waves.Therefore, the coastal area was built tetrapod.",1INWJvgc5cqnNU-zOGivy99lAi4_FDonL,https://drive.google.com/uc?id=1INWJvgc5cqnNU-zOGivy99lAi4_FDonL
462,Grojogan Watu Purbo Bangunrejo,4.5,1927,Alam,5000.0,5000.0,-7.6340196,110.3383881,"Tempat ini menjanjikan spot foto selfi yang begitu menarik dan aliran sungai serta taman bunga yang indah. Pun, wisatawan dapat menikmati kuliner pedesaan yang menggugah selera dengan dilatarbelakangi birunya Gunung Merapi. Destinasi yang masih terhitung baru ini sebenarnya adalah aliran sungai Kali Krasak yang berhulu di Gunung Merapi. Aliranya terbentuk dari 6 buah sabo dam yang tersusun bertingkat dengan ketinggian 3 sampai 7 meter sehingga tercipta air terjun atau dalam bahasa Jawa disebut grojogan. ",https://www.tiket.com/to-do/search?title=Grojogan%20Watu%20Purbo%20Bangunrejo,"This place promises Selfi photo spots that are so attractive and a beautiful river and flower garden.Also, tourists can enjoy rural culinary that arouse tastes with the background of the blue Mount Merapi.This newly counted destination is actually the Kali Krasak River which stands on Mount Merapi.The alignment is formed from 6 sabo dams which are arranged in a high rise with a height of 3 to 7 meters to create a waterfall or in Javanese called Grojogan.",Natural,"Natural This place promises Selfi photo spots that are so attractive and a beautiful river and flower garden.Also, tourists can enjoy rural culinary that arouse tastes with the background of the blue Mount Merapi.This newly counted destination is actually the Kali Krasak River which stands on Mount Merapi.The alignment is formed from 6 sabo dams which are arranged in a high rise with a height of 3 to 7 meters to create a waterfall or in Javanese called Grojogan.",1XCeu9vtMZl_btTZGi18BREoZqbhBjie8,https://drive.google.com/uc?id=1XCeu9vtMZl_btTZGi18BREoZqbhBjie8
283,Kebun Buah Mangunan,4.5,1887,Agrowisata,5000.0,6000.0,-7.939896,110.424336,"Kebun Buah Mangunan adalah salah satu tempat wisata di kawasan Mangunan, Dlingo, Kabupaten Bantul, Yogyakarta. Kawasan wisata yang terkenal sebagai salah satu spot Negeri di Atas Awan ini terletak sekitar 25 kilometer (km) dari kota Yogyakarta. Dengan waktu tempuh kurang lebih satu jam perjalanan, Kebun Buah Mangunan bisa jadi alternatif tempat wisata bersama keluarga di akhir pekan.",https://www.tiket.com/to-do/search?title=Kebun%20Buah%20Mangunan,"Mangunan Fruit Garden is one of the tourist attractions in the Mangunan area, Dlingo, Bantul Regency, Yogyakarta.The tourist area which is famous as one of the country spots above the clouds is located about 25 kilometers (km) from the city of Yogyakarta.With a travel time of approximately one hour drive, Mangunan Fruit Garden can be an alternative tourist attraction with family on weekends.",Agro -tourism,"Agro -tourism Mangunan Fruit Garden is one of the tourist attractions in the Mangunan area, Dlingo, Bantul Regency, Yogyakarta.The tourist area which is famous as one of the country spots above the clouds is located about 25 kilometers (km) from the city of Yogyakarta.With a travel time of approximately one hour drive, Mangunan Fruit Garden can be an alternative tourist attraction with family on weekends.",1X5aV0hhhfQedB0MruV8c02LS2gvq6FYw,https://drive.google.com/uc?id=1X5aV0hhhfQedB0MruV8c02LS2gvq6FYw
382,Pantai Ngrenehan,4.4,1876,Pantai,5000.0,5000.0,-8.1211475,110.5142337,"Pantai Ngrenehan merupakan pantai nelayan. Terletak di desa Kanigoro Kecamatan Saptosari kurang lebih 30 km di sebelah selatan kota Wonosari. Suatu pantai berupa teluk yang dikelilingi hamparan perbukitan kapur dan memiliki panorama yang sangat memukau dengan deburan ombak menerpa pasir putih. Pantai ini diapit oleh dua bukit karang yang cukup besar dan menjorok ke laut. Di pantai ini, pengunjung dapat mengamati langsung kegiatan nelayan tradisional. Juga bisa menikmati ikan segar yang baru saja diangkat dari kedalaman laut selatan.",https://www.tiket.com/to-do/search?title=Pantai%20Ngrenehan,"Ngrenehan Beach is a fishing beach.Located in Kanigoro Village, Saptosari District, approximately 30 km south of Wonosari City.A beach in the form of a bay surrounded by a stretch of lime hills and has a panoramic panorama with the waves hit white sand.This beach is flanked by two large coral hills and protrudes into the sea.On this beach, visitors can directly observe traditional fishermen activities.Can also enjoy fresh fish that have just been lifted from the depth of the southern sea.",Beach,"Beach Ngrenehan Beach is a fishing beach.Located in Kanigoro Village, Saptosari District, approximately 30 km south of Wonosari City.A beach in the form of a bay surrounded by a stretch of lime hills and has a panoramic panorama with the waves hit white sand.This beach is flanked by two large coral hills and protrudes into the sea.On this beach, visitors can directly observe traditional fishermen activities.Can also enjoy fresh fish that have just been lifted from the depth of the southern sea.",17XvaFnNg4SPIVqw_gPyL3TwVmZF708GQ,https://drive.google.com/uc?id=17XvaFnNg4SPIVqw_gPyL3TwVmZF708GQ
156,Tirtonirmolo Water Park Galuh,4.2,1857,Wisata Air,30000.0,30000.0,-7.748672,110.501128,"Tirtonirmolo Water Park Galuh merupakan gabungan dari hotel galuh yang berada di sisi selatan Tirtonirmolo Water Park Galuh. Wisatawan dapat menikmati berbagai wahana di sekitar Tirtonirmolo Water Park. Bukan hanya air saja disini juga terdapat 12 kolam yaitu kolam renang dewasa, kolam renang seluncur, anak-anak, mandi bola, kolam keluarga, kolam arus, kolam ember tumpah, kolam renang songsong gora, kolam renang laba-laba, kuda laut, dan kolam air mancur. Wisata ini cocok didatangi bersama keluarga maupun teman.",https://www.tiket.com/to-do/search?title=Tirtonirmolo%20Water%20Park%20Galuh,"Tirtonirmolo Water Park Galuh is a combination of the Galuh Hotel which is on the southern side of Tirtonirmolo Water Park Galuh.Tourists can enjoy various rides around Tirtonirmolo Water Park.Not only water here there are also 12 ponds namely adult swimming pool, skating swimming pool, children, ball baths, family pools, current pools, spilled bucket ponds, Songsong Gora swimming pools, spider swimming pools, sea horses, andfountain pool.This tour is suitable to be visited with family and friends.",Water Tourism,"Water Tourism Tirtonirmolo Water Park Galuh is a combination of the Galuh Hotel which is on the southern side of Tirtonirmolo Water Park Galuh.Tourists can enjoy various rides around Tirtonirmolo Water Park.Not only water here there are also 12 ponds namely adult swimming pool, skating swimming pool, children, ball baths, family pools, current pools, spilled bucket ponds, Songsong Gora swimming pools, spider swimming pools, sea horses, andfountain pool.This tour is suitable to be visited with family and friends.",1dWU2gt5Wtd-kgoSln_HtN_xt7F7I1LTD,https://drive.google.com/uc?id=1dWU2gt5Wtd-kgoSln_HtN_xt7F7I1LTD
42,Affandi Museum,4.6,1848,"Budaya dan Sejarah, Museum",30000.0,30000.0,-7.782713,110.396397,"Museum Affandi merupakan salah satu museum seni di Daerah Istimewa Yogyakarta, Indonesia. Museum yang berada di tepi Sungai Gajah Wong ini menyimpan berbagai macam lukisan karya Affandi. Selain itu, museum ini juga menyimpan banyak benda peninggalan Affandi lainnya seperti mobil, sepeda onthel dan masih banyak lagi. Ada lebih dari 300 lukisan termasuk beberapa potret diri dan karya dari seniman terkenal lainnya seperti Sudjojono, Hendra Gunawan, dan Barli. Jangan lupa untuk mengambil foto rumah Affandi yang ikonis dengan atap yang berbentuk pelepah pisang.",https://www.tiket.com/to-do/search?title=Affandi%20Museum,"The Affandi Museum is one of the art museums in the Special Region of Yogyakarta, Indonesia.The museum which is on the banks of the Gajah Wong River holds a variety of paintings by Affandi.In addition, this museum also stores many other affandi heritage objects such as cars, bicycles and many more.There are more than 300 paintings including some self -portraits and works from other famous artists such as Sudjojono, Hendra Gunawan, and Barli.Don't forget to take a photo of an iconic Affandi house with a banana frond -shaped roof.","Culture and history, museum","Culture and history, museum The Affandi Museum is one of the art museums in the Special Region of Yogyakarta, Indonesia.The museum which is on the banks of the Gajah Wong River holds a variety of paintings by Affandi.In addition, this museum also stores many other affandi heritage objects such as cars, bicycles and many more.There are more than 300 paintings including some self -portraits and works from other famous artists such as Sudjojono, Hendra Gunawan, and Barli.Don't forget to take a photo of an iconic Affandi house with a banana frond -shaped roof.",1b2_ALMcPXHg_RLI3NW7_orcXV0ycJ5dI,https://drive.google.com/uc?id=1b2_ALMcPXHg_RLI3NW7_orcXV0ycJ5dI
287,Puncak Kebun Buah Mangunan,4.6,1773,Agrowisata,8000.0,8000.0,-7.9413718,110.4247345,"Objek wisata ini menawarkan keindahan berupa panorama alam dataran tinggi yang hijau dan masih sangat alami. Selain itu, dari sana kamu juga bisa menikmati landscape Kota Bantul dengan segala rutinitas penduduknya, landscape yang sangat cantik dan mempesona. Dari kawasan wisata ini kamu juga bisa menyaksikan gagahnya gunung Sewu yang berada di seberang. Beberapa tanaman yang bisa kamu amati dan pelajari yakni pohon rambutan, durian, manggis, jeruk, mangga, pohon pinus, king grass atau rumput raja, salak magium, duku, sawo, cempedak, jambu biji, dan masih banyak yang lainnya. Disana wisatawan dapat berburu aneka buah-buahan, camping, melihat watu tumpang yaitu batu besar yang menumpang di atas batu kecil, memancing, bersepeda, berenang, belajar pembibitan sapi, flying fox.",https://www.tiket.com/to-do/search?title=Puncak%20Kebun%20Buah%20Mangunan,"This tourist attraction offers beauty in the form of a green plateau and still very natural natural panorama.In addition, from there you can also enjoy the Landscape of the City of Bantul with all the routines of its population, a very beautiful and enchanting landscape.From this tourist area you can also see the dashing of Mount Sewu which is across.Some plants that you can observe and learn are rambutan trees, durian, mangosteen, oranges, mangoes, pine trees, king grass or king grass, magium salak, duku, sapodilla, cempedak, guava, and many others.There tourists can hunt for various fruits, camping, seeing Watu Tumpang, which is a large stone that hits on a small stone, fishing, cycling, swimming, learning cattle breeding, flying fox.",Agro -tourism,"Agro -tourism This tourist attraction offers beauty in the form of a green plateau and still very natural natural panorama.In addition, from there you can also enjoy the Landscape of the City of Bantul with all the routines of its population, a very beautiful and enchanting landscape.From this tourist area you can also see the dashing of Mount Sewu which is across.Some plants that you can observe and learn are rambutan trees, durian, mangosteen, oranges, mangoes, pine trees, king grass or king grass, magium salak, duku, sapodilla, cempedak, guava, and many others.There tourists can hunt for various fruits, camping, seeing Watu Tumpang, which is a large stone that hits on a small stone, fishing, cycling, swimming, learning cattle breeding, flying fox.",1X5aV0hhhfQedB0MruV8c02LS2gvq6FYw,https://drive.google.com/uc?id=1X5aV0hhhfQedB0MruV8c02LS2gvq6FYw
